what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1324454960120
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1324454960478
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1324454960516
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1324454960649
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1324454961181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324454987035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324454988608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324454992887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324454993023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324454995643
error,log,,,"Unable to read /home/palba/proyectos/kaleidos/weather/android/WeatherProphet/AndroidManifest.xml: org.eclipse.core.internal.resources.ResourceException: Resource is out of sync with the file system: '/WeatherProphet/AndroidManifest.xml'.",1324454995918
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324454995995
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324454996127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324454998732
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324455000117
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324455000303
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1324455000889
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1324455001089
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1324455001177
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1324455001393
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1324455001490
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1324455001520
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1324455001531
